type,value
variable 4,2.0
variable 4,0.0
variable 4,0.0
variable 4,2.0
variable 4,-2.0
variable 4,0.0
variable 4,3.0
variable 4,0.0
variable 4,5.0
variable 4,0.0
variable 4,4.0
variable 4,3.0
variable 4,0.0
variable 4,0.0
variable 4,-2.0
variable 4,3.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,1.0
variable 4,3.0
variable 4,2.0
variable 4,0.0
variable 4,-4.0
variable 4,1.0
variable 4,1.0
variable 4,0.0
variable 4,6.0
variable 4,9.0
variable 4,4.0
variable 4,0.0
variable 4,0.0
variable 4,6.0
variable 4,3.0
variable 4,2.0
variable 4,1.0
variable 4,12.0
variable 4,10.0
variable 4,0.0
variable 4,0.0
variable 4,3.0
variable 4,2.0
variable 4,2.0
variable 4,0.0
variable 4,1.0
variable 4,2.0
variable 4,0.0
variable 4,4.0
variable 4,3.0
variable 4,3.0
variable 4,0.0
variable 4,0.0
variable 4,4.0
variable 4,4.0
variable 4,3.0
variable 4,1.0
variable 4,7.0
variable 4,1.0
variable 4,1.0
variable 4,4.0
variable 4,0.0
variable 4,4.0
variable 4,2.0
variable 4,3.0
variable 4,0.0
variable 4,0.0
variable 4,-6.0
variable 4,6.0
variable 4,0.0
variable 4,3.0
variable 4,0.0
variable 4,4.0
variable 4,0.0
variable 4,2.0
variable 4,2.0
variable 4,0.0
variable 4,6.0
variable 4,8.0
variable 4,0.0
variable 4,3.0
variable 4,5.0
variable 4,10.0
variable 4,3.0
variable 4,3.0
variable 4,1.0
variable 4,3.0
variable 4,0.0
variable 4,4.0
variable 4,0.0
variable 4,0.0
variable 4,1.0
variable 4,-1.0
variable 4,4.0
variable 4,7.0
variable 4,2.0
variable 4,2.0
variable 4,-2.0
variable 4,2.0
variable 4,8.0
variable 4,2.0
variable 4,0.0
variable 4,-3.0
variable 4,7.0
variable 4,3.0
variable 4,3.0
variable 4,1.0
variable 4,7.0
variable 4,2.0
variable 4,1.0
variable 4,0.0
variable 4,4.0
variable 4,4.0
variable 4,4.0
variable 4,0.0
variable 4,6.0
variable 4,0.0
variable 4,1.0
variable 4,0.0
variable 4,4.0
variable 4,7.0
variable 4,0.0
variable 4,0.0
variable 4,8.0
variable 4,4.0
variable 4,3.0
variable 4,0.0
variable 4,8.0
variable 4,3.0
variable 4,0.0
variable 4,0.0
variable 4,4.0
variable 4,0.0
variable 4,4.0
variable 4,0.0
variable 4,2.0
variable 4,4.0
variable 4,4.0
variable 4,1.0
variable 4,0.0
variable 4,2.0
variable 4,4.0
variable 4,1.0
variable 4,-1.0
variable 4,0.0
variable 4,0.0
variable 4,4.0
variable 4,5.0
variable 4,-3.0
variable 4,8.0
variable 4,0.0
variable 4,17.0
variable 4,2.0
variable 4,-2.0
variable 4,4.0
variable 4,-4.0
variable 4,2.0
variable 4,8.0
variable 4,1.0
variable 4,0.0
variable 4,1.0
variable 4,-6.0
variable 4,0.0
variable 4,3.0
variable 4,3.0
variable 4,4.0
variable 4,2.0
variable 4,5.0
variable 4,0.0
variable 4,0.0
variable 4,4.0
variable 4,-2.0
variable 4,2.0
variable 4,8.0
variable 4,1.0
variable 4,4.0
variable 4,3.0
variable 4,7.0
variable 4,4.0
variable 4,0.0
variable 4,2.0
variable 4,0.0
variable 4,0.0
variable 4,5.0
variable 4,-1.0
variable 4,0.0
variable 4,1.0
variable 4,-4.0
variable 4,-1.0
variable 4,3.0
variable 4,2.0
variable 4,11.0
variable 4,2.0
variable 4,0.0
variable 4,6.0
variable 4,0.0
variable 4,4.0
variable 4,0.0
variable 4,2.0
variable 4,3.0
variable 4,-1.0
variable 4,0.0
variable 4,0.0
variable 4,6.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,2.0
variable 4,0.0
variable 4,2.0
variable 4,0.0
variable 4,2.0
variable 4,6.0
variable 4,3.0
variable 4,0.0
variable 4,-4.0
variable 4,2.0
variable 4,4.0
variable 4,0.0
variable 4,2.0
variable 4,2.0
variable 4,5.0
variable 4,8.0
variable 4,3.0
variable 4,0.0
variable 4,4.0
variable 4,0.0
variable 4,5.0
variable 4,0.0
variable 4,1.0
variable 4,-1.0
variable 4,-1.0
variable 4,1.0
variable 4,11.0
variable 4,-1.0
variable 4,1.0
variable 4,4.0
variable 4,3.0
variable 4,0.0
variable 4,-1.0
variable 4,0.0
variable 4,2.0
variable 4,0.0
variable 4,2.0
variable 4,3.0
variable 4,0.0
variable 4,2.0
variable 4,0.0
variable 4,2.0
variable 4,-1.0
variable 4,2.0
variable 4,5.0
variable 4,-2.0
variable 4,2.0
variable 4,6.0
variable 4,3.0
variable 4,3.0
variable 4,-1.0
variable 4,2.0
variable 4,2.0
variable 4,3.0
variable 4,0.0
variable 4,0.0
variable 4,2.0
variable 4,-2.0
variable 4,4.0
variable 4,2.0
variable 4,2.0
variable 4,0.0
variable 4,3.0
variable 4,3.0
variable 4,0.0
variable 4,9.0
variable 4,3.0
variable 4,-6.0
variable 4,2.0
variable 4,6.0
variable 4,2.0
variable 4,4.0
variable 4,-1.0
variable 4,3.0
variable 4,1.0
variable 4,0.0
variable 4,4.0
variable 4,6.0
variable 4,5.0
variable 4,10.0
variable 4,3.0
variable 4,0.0
variable 4,2.0
variable 4,12.0
variable 4,0.0
variable 4,8.0
variable 4,3.0
variable 4,6.0
variable 4,6.0
variable 4,0.0
variable 4,2.0
variable 4,3.0
variable 4,4.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,4.0
variable 4,6.0
variable 4,0.0
variable 4,-4.0
variable 4,7.0
variable 4,3.0
variable 4,4.0
variable 4,6.0
variable 4,0.0
variable 4,3.0
variable 4,0.0
variable 4,3.0
variable 4,3.0
variable 4,8.0
variable 4,2.0
variable 4,5.0
variable 4,-1.0
variable 4,2.0
variable 4,1.0
variable 4,5.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,-2.0
variable 4,1.0
variable 4,-2.0
variable 4,8.0
variable 4,5.0
variable 4,4.0
variable 4,3.0
variable 4,2.0
variable 4,3.0
variable 4,3.0
variable 4,6.0
variable 4,5.0
variable 4,7.0
variable 4,4.0
variable 4,3.0
variable 4,3.0
variable 4,0.0
variable 4,0.0
variable 4,6.0
variable 4,0.0
variable 4,1.0
variable 4,0.0
variable 4,0.0
variable 4,3.0
variable 4,3.0
variable 4,1.0
variable 4,5.0
variable 4,2.0
variable 4,5.0
variable 4,0.0
variable 4,-3.0
variable 4,0.0
variable 4,0.0
variable 4,1.0
variable 4,4.0
variable 4,0.0
variable 4,-1.0
variable 4,4.0
variable 4,3.0
variable 4,1.0
variable 4,3.0
variable 4,3.0
variable 4,0.0
variable 4,0.0
variable 4,2.0
variable 4,0.0
variable 4,4.0
variable 4,0.0
variable 4,0.0
variable 4,14.0
variable 4,0.0
variable 4,4.0
variable 4,5.0
variable 4,0.0
variable 4,-1.0
variable 4,4.0
variable 4,1.0
variable 4,-2.0
variable 4,0.0
variable 4,0.0
variable 4,4.0
variable 4,2.0
variable 4,0.0
variable 4,3.0
variable 4,2.0
variable 4,0.0
variable 4,3.0
variable 4,2.0
variable 4,0.0
variable 4,2.0
variable 4,1.0
variable 4,4.0
variable 4,2.0
variable 4,4.0
variable 4,14.0
variable 4,1.0
variable 4,6.0
variable 4,1.0
variable 4,4.0
variable 4,0.0
variable 4,0.0
variable 4,2.0
variable 4,3.0
variable 4,0.0
variable 4,4.0
variable 4,-1.0
variable 4,9.0
variable 4,3.0
variable 4,0.0
variable 4,2.0
variable 4,0.0
variable 4,4.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,3.0
variable 4,5.0
variable 4,2.0
variable 4,0.0
variable 4,2.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,4.0
variable 4,-1.0
variable 4,3.0
variable 4,1.0
variable 4,2.0
variable 4,3.0
variable 4,1.0
variable 4,5.0
variable 4,0.0
variable 4,5.0
variable 4,1.0
variable 4,-3.0
variable 4,2.0
variable 4,2.0
variable 4,0.0
variable 4,4.0
variable 4,3.0
variable 4,3.0
variable 4,4.0
variable 4,5.0
variable 4,7.0
variable 4,4.0
variable 4,-1.0
variable 4,7.0
variable 4,11.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,-2.0
variable 4,0.0
variable 4,3.0
variable 4,-3.0
variable 4,-1.0
variable 4,2.0
variable 4,-1.0
variable 4,0.0
variable 4,2.0
variable 4,0.0
variable 4,0.0
variable 4,4.0
variable 4,3.0
variable 4,0.0
variable 4,2.0
variable 4,8.0
variable 4,0.0
variable 4,0.0
variable 4,0.0
variable 4,3.0
variable 4,0.0
variable 4,0.0
variable 4,4.0
variable 4,1.0
variable 4,-1.0
variable 4,4.0
variable 4,2.0
variable 4,1.0
variable 4,1.0
variable 4,4.0
variable 4,0.0
variable 5,6.0
variable 5,0.0
variable 5,8.0
variable 5,5.0
variable 5,2.0
variable 5,1.0
variable 5,3.0
variable 5,-3.0
variable 5,8.0
variable 5,7.0
variable 5,0.0
variable 5,0.0
variable 5,4.0
variable 5,3.0
variable 5,2.0
variable 5,4.0
variable 5,10.0
variable 5,5.0
variable 5,6.0
variable 5,0.0
variable 5,9.0
variable 5,5.0
variable 5,8.0
variable 5,8.0
variable 5,6.0
variable 5,4.0
variable 5,1.0
variable 5,8.0
variable 5,10.0
variable 5,2.0
variable 5,3.0
variable 5,9.0
variable 5,0.0
variable 5,4.0
variable 5,4.0
variable 5,8.0
variable 5,7.0
variable 5,-4.0
variable 5,10.0
variable 5,0.0
variable 5,1.0
variable 5,1.0
variable 5,8.0
variable 5,12.0
variable 5,2.0
variable 5,4.0
variable 5,2.0
variable 5,3.0
variable 5,13.0
variable 5,4.0
variable 5,8.0
variable 5,2.0
variable 5,8.0
variable 5,4.0
variable 5,5.0
variable 5,5.0
variable 5,7.0
variable 5,3.0
variable 5,2.0
variable 5,6.0
variable 5,4.0
variable 5,4.0
variable 5,0.0
variable 5,2.0
variable 5,2.0
variable 5,6.0
variable 5,0.0
variable 5,4.0
variable 5,6.0
variable 5,3.0
variable 5,5.0
variable 5,5.0
variable 5,4.0
variable 5,2.0
variable 5,8.0
variable 5,8.0
variable 5,0.0
variable 5,-9.0
variable 5,2.0
variable 5,2.0
variable 5,3.0
variable 5,4.0
variable 5,0.0
variable 5,-1.0
variable 5,0.0
variable 5,3.0
variable 5,8.0
variable 5,5.0
variable 5,4.0
variable 5,6.0
variable 5,4.0
variable 5,3.0
variable 5,5.0
variable 5,3.0
variable 5,5.0
variable 5,2.0
variable 5,8.0
variable 5,-3.0
variable 5,3.0
variable 5,0.0
variable 5,3.0
variable 5,8.0
variable 5,3.0
variable 5,11.0
variable 5,3.0
variable 5,10.0
variable 5,3.0
variable 5,0.0
variable 5,4.0
variable 5,3.0
variable 5,3.0
variable 5,-3.0
variable 5,4.0
variable 5,7.0
variable 5,3.0
variable 5,9.0
variable 5,8.0
variable 5,-6.0
variable 5,0.0
variable 5,0.0
variable 5,4.0
variable 5,4.0
variable 5,2.0
variable 5,5.0
variable 5,6.0
variable 5,5.0
variable 5,3.0
variable 5,5.0
variable 5,8.0
variable 5,0.0
variable 5,6.0
variable 5,7.0
variable 5,2.0
variable 5,12.0
variable 5,3.0
variable 5,-1.0
variable 5,8.0
variable 5,6.0
variable 5,5.0
variable 5,8.0
variable 5,7.0
variable 5,0.0
variable 5,4.0
variable 5,2.0
variable 5,3.0
variable 5,3.0
variable 5,4.0
variable 5,3.0
variable 5,2.0
variable 5,-1.0
variable 5,9.0
variable 5,0.0
variable 5,0.0
variable 5,2.0
variable 5,1.0
variable 5,-3.0
variable 5,5.0
variable 5,8.0
variable 5,0.0
variable 5,0.0
variable 5,6.0
variable 5,0.0
variable 5,0.0
variable 5,4.0
variable 5,8.0
variable 5,6.0
variable 5,3.0
variable 5,5.0
variable 5,-2.0
variable 5,0.0
variable 5,-1.0
variable 5,6.0
variable 5,6.0
variable 5,6.0
variable 5,-3.0
variable 5,0.0
variable 5,5.0
variable 5,12.0
variable 5,8.0
variable 5,6.0
variable 5,5.0
variable 5,4.0
variable 5,4.0
variable 5,4.0
variable 5,4.0
variable 5,4.0
variable 5,5.0
variable 5,6.0
variable 5,4.0
variable 5,4.0
variable 5,7.0
variable 5,4.0
variable 5,4.0
variable 5,8.0
variable 5,-3.0
variable 5,9.0
variable 5,3.0
variable 5,3.0
variable 5,2.0
variable 5,5.0
variable 5,7.0
variable 5,3.0
variable 5,2.0
variable 5,3.0
variable 5,-1.0
variable 5,4.0
variable 5,6.0
variable 5,0.0
variable 5,6.0
variable 5,0.0
variable 5,2.0
variable 5,1.0
variable 5,8.0
variable 5,4.0
variable 5,2.0
variable 5,5.0
variable 5,5.0
variable 5,6.0
variable 5,4.0
variable 5,3.0
variable 5,2.0
variable 5,8.0
variable 5,3.0
variable 5,8.0
variable 5,3.0
variable 5,6.0
variable 5,4.0
variable 5,17.0
variable 5,8.0
variable 5,5.0
variable 5,5.0
variable 5,4.0
variable 5,3.0
variable 5,-2.0
variable 5,2.0
variable 5,3.0
variable 5,8.0
variable 5,6.0
variable 5,3.0
variable 5,6.0
variable 5,3.0
variable 5,0.0
variable 5,0.0
variable 5,8.0
variable 5,8.0
variable 5,6.0
variable 5,6.0
variable 5,4.0
variable 5,10.0
variable 5,-6.0
variable 5,8.0
variable 5,3.0
variable 5,5.0
variable 5,5.0
variable 5,-2.0
variable 5,0.0
variable 5,3.0
variable 5,4.0
variable 5,3.0
variable 5,7.0
variable 5,4.0
variable 5,3.0
variable 5,4.0
variable 5,6.0
variable 5,8.0
variable 5,0.0
variable 5,1.0
variable 5,7.0
variable 5,0.0
variable 5,0.0
variable 5,9.0
variable 5,7.0
variable 5,9.0
variable 5,5.0
variable 5,8.0
variable 5,0.0
variable 5,3.0
variable 5,9.0
variable 5,8.0
variable 5,3.0
variable 5,3.0
variable 5,1.0
variable 5,5.0
variable 5,2.0
variable 5,2.0
variable 5,5.0
variable 5,5.0
variable 5,5.0
variable 5,6.0
variable 5,4.0
variable 5,4.0
variable 5,0.0
variable 5,4.0
variable 5,2.0
variable 5,0.0
variable 5,2.0
variable 5,8.0
variable 5,6.0
variable 5,3.0
variable 5,6.0
variable 5,0.0
variable 5,2.0
variable 5,8.0
variable 5,3.0
variable 5,0.0
variable 5,3.0
variable 5,0.0
variable 5,3.0
variable 5,11.0
variable 5,4.0
variable 5,4.0
variable 5,3.0
variable 5,3.0
variable 5,1.0
variable 5,3.0
variable 5,5.0
variable 5,3.0
variable 5,9.0
variable 5,6.0
variable 5,1.0
variable 5,4.0
variable 5,4.0
variable 5,6.0
variable 5,6.0
variable 5,8.0
variable 5,3.0
variable 5,3.0
variable 5,7.0
variable 5,4.0
variable 5,-2.0
variable 5,0.0
variable 5,4.0
variable 5,0.0
variable 5,6.0
variable 5,4.0
variable 5,3.0
variable 5,5.0
variable 5,3.0
variable 5,-1.0
variable 5,5.0
variable 5,-1.0
variable 5,1.0
variable 5,8.0
variable 5,4.0
variable 5,0.0
variable 5,2.0
variable 5,7.0
variable 5,0.0
variable 5,3.0
variable 5,0.0
variable 5,0.0
variable 5,6.0
variable 5,4.0
variable 5,4.0
variable 5,5.0
variable 5,3.0
variable 5,3.0
variable 5,8.0
variable 5,6.0
variable 5,2.0
variable 5,3.0
variable 5,13.0
variable 5,4.0
variable 5,3.0
variable 5,8.0
variable 5,8.0
variable 5,4.0
variable 5,-2.0
variable 5,3.0
variable 5,6.0
variable 5,5.0
variable 5,3.0
variable 5,8.0
variable 5,4.0
variable 5,0.0
variable 5,6.0
variable 5,11.0
variable 5,11.0
variable 5,3.0
variable 5,2.0
variable 5,6.0
variable 5,3.0
variable 5,9.0
variable 5,4.0
variable 5,-8.0
variable 5,0.0
variable 5,8.0
variable 5,10.0
variable 5,0.0
variable 5,13.0
variable 5,0.0
variable 5,8.0
variable 5,3.0
variable 5,0.0
variable 5,4.0
variable 5,3.0
variable 5,3.0
variable 5,0.0
variable 5,8.0
variable 5,6.0
variable 5,0.0
variable 5,-6.0
variable 5,3.0
variable 5,9.0
variable 5,3.0
variable 5,1.0
variable 5,6.0
variable 5,9.0
variable 5,6.0
variable 5,3.0
variable 5,3.0
variable 5,0.0
variable 5,10.0
variable 5,2.0
variable 5,3.0
variable 5,4.0
variable 5,0.0
variable 5,3.0
variable 5,6.0
variable 5,0.0
variable 5,2.0
variable 5,6.0
variable 5,-2.0
variable 5,9.0
variable 5,4.0
variable 5,10.0
variable 5,5.0
variable 5,4.0
variable 5,1.0
variable 5,2.0
variable 5,2.0
variable 5,2.0
variable 5,3.0
variable 5,8.0
variable 5,10.0
variable 5,4.0
variable 5,3.0
variable 5,2.0
variable 5,5.0
variable 5,20.0
variable 5,9.0
variable 5,2.0
variable 5,11.0
variable 5,0.0
variable 5,2.0
variable 5,0.0
variable 5,6.0
variable 5,1.0
variable 5,11.0
variable 5,6.0
variable 5,3.0
variable 5,1.0
variable 5,4.0
variable 5,8.0
variable 5,4.0
variable 5,6.0
variable 5,6.0
variable 5,2.0
variable 5,8.0
variable 5,2.0
variable 5,6.0
variable 5,3.0
variable 5,3.0
variable 5,5.0
variable 5,0.0
variable 5,3.0
variable 5,3.0
variable 5,2.0
variable 5,3.0
variable 5,3.0
variable 5,3.0
variable 5,0.0
variable 5,2.0
variable 5,0.0
variable 5,10.0
variable 5,0.0
variable 5,2.0
variable 5,4.0
variable 5,5.0
variable 5,7.0
variable 5,7.0
variable 5,8.0
variable 5,8.0
variable 5,0.0
variable 5,3.0
variable 5,4.0
variable 5,4.0
variable 5,8.0
variable 5,5.0
variable 5,6.0
variable 5,6.0
variable 5,6.0
variable 5,6.0
variable 5,6.0
variable 5,3.0
variable 5,-3.0
variable 5,3.0
variable 5,0.0
variable 5,4.0
variable 5,5.0
